 start_time,end_time,servce_provider,longi,lati,upload_speed,download_speed,delay,bandwith_1,earfcn_1,physical_cell_id_1,plmn_1,global_cell_id_1,ecgi_1,rsrp_1,rsrq_1,sinr_1,bandwith_2,earfcn_2,physical_cell_id_2,plmn_2,global_cell_id_1,ecgi_2,rsrp_2,rsrq_2,sinr_2,altitude
2022-06-15 11_17_25.381726,2022-06-15 11_18_34.547226,JIO,NA,NA,6.96705023762782,17.6028326173079,81.31,20MHz,38948,129,405854,2001941,405854006f01e8c15,-83dBm,-10dB,23dB,20MHz,38948,129,405854,2001941,405854006f01e8c15,-75dBm,-10dB,8dB,7
2022-06-15 11_23_06.417333,2022-06-15 11_24_23.672685,JIO,NA,NA,6.33276563384675,23.6041915968174,72.239,1OMHz,1251,35,405854,2001957,405854006f01e8c25,-88dBm,-10dB,12dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-86dBm,-10dB,8dB,0
2022-06-15 11_24_30.042556,2022-06-15 11_25_44.651341,JIO,NA,NA,6.26280866522552,16.0263640003614,70.538,20MHz,38750,350,405854,2001938,405854006f01e8c12,-86dBm,-10dB,10dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-91dBm,-10dB,8dB,0
2022-06-15 11_26_10.863780,2022-06-15 11_27_27.648796,JIO,NA,NA,6.1206505738401,19.2955135065248,64.237,20MHz,38948,129,405854,2001941,405854006f01e8c15,-91dBm,-10dB,20dB,20MHz,38948,129,405854,2001941,405854006f01e8c15,-91dBm,-10dB,16dB,0
2022-06-15 11_27_31.150258,2022-06-15 11_28_26.978096,JIO,NA,NA,6.81779827192275,23.6121144849114,70.797,20MHz,38948,129,405854,2001941,405854006f01e8c15,-91dBm,-10dB,15dB,20MHz,38948,129,405854,2001941,405854006f01e8c15,-89dBm,-10dB,19dB,0
2022-06-15 11_31_10.112291,2022-06-15 11_32_24.226392,JIO,NA,NA,6.45463783464703,14.4494477311957,73.537,20MHz,38750,39,405854,2001936,405854006f01 e8c10,-89dBm,-15dB,18dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-86dBm,-10dB,3dB,0
2022-06-15 11_32_25.716754,2022-06-15 11_33_39.307228,JIO,NA,NA,5.47511786068853,13.8325677200164,72.208,20MHz,38750,350,405854,2001938,405854006f01e8c12,-86dBm,-10dB,13dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-101dBm,-10dB,8dB,1
2022-06-15 11_33_51.072039,2022-06-15 11_35_10.719216,JIO,NA,NA,4.14966863754118,19.1098788217292,70.756,20MHz,38750,350,405854,2001938,405854006f01e8c12,-96dBm,-15dB,3dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-108dBm,-11dB,17dB,1
2022-06-15 11_35_41.508914,2022-06-15 11_36_41.448543,JIO,NA,NA,2.15103282701096,6.84607524418208,74.224,20MHz,38750,350,405854,2001938,405854006f01e8c12,-108dBm,-11dB,13dB,20MHz,38750,39,405854,2001936,405854006f01 e8c10,-98dBm,-11dB,16dB,1
2022-06-15 11_37_18.824090,2022-06-15 11_38_36.587551,JIO,NA,NA,6.01043425443154,3.27541785516378,75.458,20MHz,38750,350,405854,2001938,405854006f01e8c12,-101dBm,-11dB,19dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-96dBm,-11dB,7dB,1
2022-06-15 11_40_49.137255,2022-06-15 11_41_45.829211,JIO,NA,NA,2.62602775056777,12.5276341782589,74.965,20MHz,38750,350,405854,2001938,405854006f01e8c12,-99dBm,-11dB,3dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-99dBm,-11dB,10dB,1
2022-06-15 11_44_07.249784,2022-06-15 11_45_18.765580,JIO,NA,NA,4.74580485723225,15.4999186840649,68.186,20MHz,38948,129,405854,2001941,405854006f01e8c15,-99dBm,-11dB,13dB,20MHz,38948,129,405854,2001941,405854006f01e8c15,-99dBm,-11dB,7dB,2
2022-06-15 11_45_59.557988,2022-06-15 11_47_13.279892,JIO,NA,NA,4.35616992233394,10.2288855866436,72.873,20MHz,38948,129,405854,2001941,405854006f01e8c15,-99dBm,-11dB,7dB,20MHz,38948,129,405854,2001941,405854006f01e8c15,-99dBm,-11dB,9dB,2
2022-06-15 11_48_15.925197,2022-06-15 11_49_24.351138,JIO,NA,NA,4.56483060532569,3.05530196990027,70.454,20MHz,38948,129,405854,2001941,405854006f01e8c15,-99dBm,-11dB,11dB,20MHz,38948,129,405854,2001941,405854006f01e8c15,-99dBm,-11dB,5dB,2
2022-06-15 11_49_44.998809,2022-06-15 11_51_03.568530,JIO,NA,NA,5.15410025837263,20.6854145489484,76.367,20MHz,38948,129,405854,2001941,405854006f01e8c15,-99dBm,-11dB,8dB,20MHz,38948,129,405854,2001941,405854006f01e8c15,-94dBm,-11dB,7dB,2
2022-06-15 11_54_17.350953,2022-06-15 11_55_51.236605,JIO,NA,NA,6.68919927230306,20.3614505448732,71.913,20MHz,38750,350,405854,2001938,405854006f01e8c12,-86dBm,-11dB,10dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-88dBm,-11dB,18dB,2
2022-06-15 11_59_13.440122,2022-06-15 12_00_35.963003,JIO,NA,NA,6.89238959295791,16.2263057441122,73.278,20MHz,38750,350,405854,2001938,405854006f01e8c12,-88dBm,-11dB,9dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-88dBm,-11dB,19dB,3
2022-06-15 12_00_44.772807,2022-06-15 12_02_01.519008,JIO,NA,NA,6.34855124927787,25.6632704784505,76.975,20MHz,38750,350,405854,2001938,405854006f01e8c12,-88dBm,-11dB,17dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-88dBm,-11dB,9dB,3
2022-06-15 12_02_07.971437,2022-06-15 12_03_35.287506,JIO,NA,NA,5.99746492209762,15.5453349254908,74.27,20MHz,38750,350,405854,2001938,405854006f01e8c12,-88dBm,-11dB,16dB,1OMHz,2453,161,405854,2001970,405854006f01 e8c32,-94dBm,-11dB,10dB,3
2022-06-15 12_03_58.857596,2022-06-15 12_05_17.434650,JIO,NA,NA,5.90038222084923,14.8623549337089,70.963,1OMHz,2453,161,405854,2001970,405854006f01 e8c32,-94dBm,-11dB,3dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-89dBm,-11dB,14dB,3
2022-06-15 12_06_43.079981,2022-06-15 12_07_42.496212,JIO,NA,NA,5.32491628819028,14.2087258065404,68.418,1OMHz,2453,161,405854,2001970,405854006f01 e8c32,-90dBm,-10dB,13dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-95dBm,-15dB,10dB,3
2022-06-15 12_07_47.653276,2022-06-15 12_08_41.188211,JIO,NA,NA,4.96191208596257,16.2365562788592,74.872,20MHz,38750,350,405854,2001938,405854006f01e8c12,-95dBm,-10dB,8dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-95dBm,-15dB,8dB,4
2022-06-15 12_09_37.855492,2022-06-15 12_10_50.987495,JIO,NA,NA,5.95200173005301,22.3106097268552,71.343,20MHz,38750,350,405854,2001938,405854006f01e8c12,-89dBm,-10dB,11dB,20MHz,38948,129,405854,2001941,405854006f01e8c15,-96dBm,-10dB,6dB,4
2022-06-15 12_11_22.789635,2022-06-15 12_12_39.428233,JIO,NA,NA,6.7277771474849,15.0478372668406,77.723,20MHz,38948,129,405854,2001941,405854006f01e8c15,-96dBm,-10dB,6dB,20MHz,38948,129,405854,2001941,405854006f01e8c15,-91dBm,-10dB,12dB,4
2022-06-15 12_12_46.233468,2022-06-15 12_13_56.943191,JIO,NA,NA,5.66956874389361,20.8512441280307,74.193,20MHz,38948,129,405854,2001941,405854006f01e8c15,-91dBm,-10dB,9dB,20MHz,38948,129,405854,2001941,405854006f01e8c15,-91dBm,-10dB,8dB,4
2022-06-15 12_18_24.527073,2022-06-15 12_19_33.956626,JIO,NA,NA,5.28536098392096,12.8245401540223,78.938,20MHz,38750,350,405854,2001938,405854006f01e8c12,-102dBm,-15dB,4dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-93dBm,-10dB,7dB,4
2022-06-15 12_22_46.835730,2022-06-15 12_23_53.592043,JIO,NA,NA,4.3032755750272,6.74788880619532,71.506,20MHz,38750,335,405854,6302482,405854006f0602b12,-98dBm,-12ddB,1dB,20MHz,38750,335,405854,6302482,405854006f0602b12,-98dBm,-12ddB,1dB,5
2022-06-15 12_23_59.373350,2022-06-15 12_25_01.563641,JIO,NA,NA,4.62197127084564,11.2310943450463,75.935,20MHz,38750,335,405854,6302482,405854006f0602b12,-98dBm,-12ddB,2dB,20MHz,38750,335,405854,6302482,405854006f0602b12,-98dBm,-12ddB,1dB,5
2022-06-15 12_25_13.658773,2022-06-15 12_26_31.953000,JIO,NA,NA,3.96830786157476,8.53849336348728,74.266,20MHz,38750,335,405854,6302482,405854006f0602b12,-98dBm,-12ddB,1dB,20MHz,38750,335,405854,6302482,405854006f0602b12,-98dBm,-12ddB,2dB,5
2022-06-15 12_26_45.282245,2022-06-15 12_27_59.067996,JIO,NA,NA,4.05551999256354,7.30503948862085,80.523,20MHz,38750,335,405854,6302482,405854006f0602b12,-98dBm,-12ddB,2dB,20MHz,38750,335,405854,6302482,405854006f0602b12,-98dBm,-12ddB,1dB,5
2022-06-15 12_30_20.903790,2022-06-15 12_31_36.626199,JIO,NA,NA,7.0936752862266,10.8678686284607,77.437,20MHz,38948,129,405854,2001941,405854006f01e8c15,-85dBm,-10dB,13dB,20MHz,38948,129,405854,2001941,405854006f01e8c15,-85dBm,-15dB,8dB,5
2022-06-15 12_31_48.912914,2022-06-15 12_32_39.647863,JIO,NA,NA,6.2374714403987,11.9158931116397,69.65,20MHz,38948,129,405854,2001941,405854006f01e8c15,-85dBm,-15dB,11dB,20MHz,38948,129,405854,2001941,405854006f01e8c15,-90dBm,-15dB,6dB,6
2022-06-15 12_33_03.906141,2022-06-15 12_34_07.685962,JIO,NA,NA,6.96440269689237,15.180646770429,75.279,20MHz,38948,129,405854,2001941,405854006f01e8c15,-90dBm,-10dB,11dB,20MHz,38948,129,405854,2001941,405854006f01e8c15,-90dBm,-10dB,10dB,6
2022-06-15 12_34_38.358117,2022-06-15 12_35_34.912952,JIO,NA,NA,5.60340996893999,13.8014097410151,69.132,1OMHz,2453,161,405854,2001970,405854006f01 e8c32,-83dBm,-10dB,13dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-88dBm,-10dB,4dB,6
2022-06-15 12_35_45.927810,2022-06-15 12_36_55.321833,JIO,NA,NA,5.63263664481289,9.60337404630628,81.768,20MHz,38750,350,405854,2001938,405854006f01e8c12,-94dBm,-10dB,5dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-94dBm,-10dB,10dB,6
2022-06-15 12_48_50.079201,2022-06-15 12_49_55.669493,JIO,NA,NA,5.60670826003957,17.7292495828053,82.497,20MHz,38750,350,405854,2001938,405854006f01e8c12,-96dBm,-15dB,13dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-96dBm,-15dB,5dB,6
2022-06-15 12_50_03.443240,2022-06-15 12_51_04.442242,JIO,NA,NA,6.13569547929131,15.0876461278452,72.281,20MHz,38750,350,405854,2001938,405854006f01e8c12,-96dBm,-9dB,15dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-91dBm,-14dB,8dB,7
2022-06-15 12_51_19.430068,2022-06-15 12_52_23.497172,JIO,NA,NA,5.66436847182138,16.5706732177001,72.572,20MHz,38750,350,405854,2001938,405854006f01e8c12,-96dBm,-14dB,9dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-96dBm,-14dB,7dB,7
2022-06-15 12_52_30.703047,2022-06-15 12_53_57.835058,JIO,NA,NA,6.1696198637542,17.0953811307881,69.66,20MHz,38750,350,405854,2001938,405854006f01e8c12,-96dBm,-9dB,7dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-94dBm,-9dB,15dB,7
2022-06-15 12_56_05.297332,2022-06-15 12_57_03.757946,JIO,NA,NA,5.94641266219418,15.7150456764493,70.649,20MHz,38750,350,405854,2001938,405854006f01e8c12,-90dBm,-9dB,4dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-97dBm,-15dB,11dB,7
2022-06-15 13_15_07.395113,2022-06-15 13_16_23.397329,JIO,NA,NA,16.3350077144572,25.4896290186032,68.543,1OMHz,2453,161,405854,2001970,405854006f01 e8c32,-89dBm,-10dB,20dB,1OMHz,2453,161,405854,2001970,405854006f01 e8c32,-91dBm,-10dB,14dB,7
2022-06-15 13_16_24.895194,2022-06-15 13_17_22.638511,JIO,NA,NA,15.0723336476685,22.2389400330967,62.41,1OMHz,2453,161,405854,2001970,405854006f01 e8c32,-83dBm,-10dB,10dB,1OMHz,2453,161,405854,2001970,405854006f01 e8c32,-91dBm,-10dB,11dB,0
2022-06-15 13_17_28.855623,2022-06-15 13_18_47.865013,JIO,NA,NA,18.2035972662432,13.2245443326754,68.196,1OMHz,2453,161,405854,2001970,405854006f01 e8c32,-94dBm,-10dB,14dB,1OMHz,2453,161,405854,2001970,405854006f01 e8c32,-87dBm,-10dB,20dB,0
2022-06-15 13_18_56.501948,2022-06-15 13_19_42.143803,JIO,NA,NA,17.210440926046,23.7512250289682,64.642,1OMHz,2453,161,405854,2001970,405854006f01 e8c32,-87dBm,-10dB,18dB,1OMHz,2453,161,405854,2001970,405854006f01 e8c32,-87dBm,-10dB,15dB,0
2022-06-15 13_25_36.323616,2022-06-15 13_26_18.211791,JIO,NA,NA,6.1446135211989,15.312844843827,75.563,20MHz,38948,129,405854,2001941,405854006f01e8c15,-87dBm,-10dB,12dB,20MHz,38948,129,405854,2001941,405854006f01e8c15,-85dBm,-10dB,13dB,0
2022-06-15 13_32_48.049119,2022-06-15 13_33_39.919770,JIO,NA,NA,2.8226188253605,14.3095298298082,74.647,20MHz,38948,129,405854,2001941,405854006f01e8c15,-103dBm,-9dB,10dB,20MHz,38948,129,405854,2001941,405854006f01e8c15,-103dBm,-9dB,16dB,0
2022-06-15 13_33_56.886169,2022-06-15 13_34_36.491549,JIO,NA,NA,4.79932921351294,10.349195853075,75.28,20MHz,38948,129,405854,2001941,405854006f01e8c15,-103dBm,-9dB,10dB,20MHz,38948,129,405854,2001941,405854006f01e8c15,-99dBm,-14dB,9dB,1
2022-06-15 13_34_50.906923,2022-06-15 13_36_07.349800,JIO,NA,NA,2.48593615569479,11.8842471279625,72.994,20MHz,38948,129,405854,2001941,405854006f01e8c15,-104dBm,-14dB,5dB,20MHz,38948,129,405854,2001941,405854006f01e8c15,-107dBm,-14dB,7dB,1
2022-06-15 13_36_21.345630,2022-06-15 13_37_00.948344,JIO,NA,NA,2.37625621985591,10.7725593367551,77.485,20MHz,38948,129,405854,2001941,405854006f01e8c15,-107dBm,-14dB,11dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-106dBm,-9dB,9dB,1
2022-06-15 13_37_35.090845,2022-06-15 13_38_24.741709,JIO,NA,NA,1.03401200445982,12.2911374409886,77.605,20MHz,38750,350,405854,2001938,405854006f01e8c12,-106dBm,-9dB,16dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-106dBm,-14dB,14dB,1
2022-06-15 13_39_32.214309,2022-06-15 13_40_13.231736,JIO,NA,NA,2.51385003819696,10.8376825597481,75.326,20MHz,38750,350,405854,2001938,405854006f01e8c12,-109dBm,-13dB,4dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-102dBm,-13dB,10dB,1
2022-06-15 13_40_41.560122,2022-06-15 13_41_23.617391,JIO,NA,NA,1.4687303401104,13.3771738636571,75.765,20MHz,38750,350,405854,2001938,405854006f01e8c12,-102dBm,-13dB,5dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-102dBm,-13dB,9dB,2
2022-06-15 13_41_45.020852,2022-06-15 13_42_32.862938,JIO,NA,NA,1.18071911331895,9.91553360480145,74.917,20MHz,38750,350,405854,2001938,405854006f01e8c12,-102dBm,-13dB,6dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-102dBm,-13dB,2dB,2
2022-06-15 13_42_44.489409,2022-06-15 13_43_37.992778,JIO,NA,NA,1.49553658103898,9.5717521482328,77.826,20MHz,38750,350,405854,2001938,405854006f01e8c12,-102dBm,-13dB,9dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-102dBm,-13dB,10dB,2
2022-06-15 13_43_41.704647,2022-06-15 13_44_35.545195,JIO,NA,NA,1.12125031072822,6.46786511155466,78.553,20MHz,38750,350,405854,2001938,405854006f01e8c12,-102dBm,-13dB,0dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-102dBm,-13dB,1dB,2
2022-06-15 13_46_29.342184,2022-06-15 13_47_21.797754,JIO,NA,NA,0.950646264797152,14.8092992763131,77.675,20MHz,38750,350,405854,2001938,405854006f01e8c12,-98dBm,-14dB,5dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-114dBm,-14dB,4dB,2
2022-06-15 13_47_28.263269,2022-06-15 13_48_52.549296,JIO,NA,NA,2.27944084136373,9.76249907942881,76.062,20MHz,38750,350,405854,2001938,405854006f01e8c12,-109dBm,-14dB,3dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-109dBm,-14dB,5dB,3
2022-06-15 13_49_00.672225,2022-06-15 13_49_53.822715,JIO,NA,NA,3.67270579338981,11.4086141982745,74.114,20MHz,38750,350,405854,2001938,405854006f01e8c12,-107dBm,-14dB,4dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-104dBm,-14dB,4dB,3
2022-06-15 13_50_38.842714,2022-06-15 13_51_39.597385,JIO,NA,NA,1.56640199188484,6.8512953265282,73.674,20MHz,38750,350,405854,2001938,405854006f01e8c12,-104dBm,-14dB,6dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-107dBm,-14dB,0dB,3
2022-06-15 13_52_01.664860,2022-06-15 13_53_09.572086,JIO,NA,NA,1.72018098592439,10.9486444058796,72.436,20MHz,38750,350,405854,2001938,405854006f01e8c12,-107dBm,-14dB,4dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-107dBm,-14dB,2dB,3
2022-06-15 13_55_46.614821,2022-06-15 13_56_53.905934,JIO,NA,NA,0.68930637070942,2.80814230755599,75.896,20MHz,38750,350,405854,2001938,405854006f01e8c12,-103dBm,-14dB,2dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-105dBm,-14dB,1dB,3
2022-06-15 13_57_01.775783,2022-06-15 13_57_42.673646,JIO,NA,NA,1.7102435167582,9.25478836995051,77.495,20MHz,38750,350,405854,2001938,405854006f01e8c12,-105dBm,-14dB,3dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-105dBm,-14dB,2dB,4
2022-06-15 13_57_53.474131,2022-06-15 13_59_04.037511,JIO,NA,NA,1.43336918540323,0.289153872619336,73.966,20MHz,38750,350,405854,2001938,405854006f01e8c12,-105dBm,-14dB,1dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-110dBm,-14dB,3dB,4
2022-06-15 13_59_17.460164,2022-06-15 14_00_04.515546,JIO,NA,NA,3.32866936683333,11.9466107967443,76.341,20MHz,38750,350,405854,2001938,405854006f01e8c12,-104dBm,-14dB,2dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-107dBm,-14dB,8dB,4
2022-06-15 14_00_34.480284,2022-06-15 14_01_33.686599,JIO,NA,NA,2.25191396233451,10.2299999313886,74.484,20MHz,38750,350,405854,2001938,405854006f01e8c12,-107dBm,-14dB,10dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-107dBm,-14dB,4dB,4
2022-06-15 14_05_44.479327,2022-06-15 14_06_39.083125,JIO,NA,NA,2.33856313126699,8.58060143011627,80.543,20MHz,38750,350,405854,2001938,405854006f01e8c12,-103dBm,-14dB,3dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-103dBm,-14dB,9dB,4
2022-06-15 14_06_47.555430,2022-06-15 14_07_28.629324,JIO,NA,NA,2.9917293033847,10.406624136868,76.629,20MHz,38750,350,405854,2001938,405854006f01e8c12,-103dBm,-14dB,8dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-97dBm,-14dB,5dB,5
2022-06-15 14_07_39.302996,2022-06-15 14_08_24.482713,JIO,NA,NA,1.72196237487539,8.24324062574747,74.277,20MHz,38750,350,405854,2001938,405854006f01e8c12,-97dBm,-14dB,7dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-107dBm,-14dB,4dB,5
2022-06-15 14_08_32.339677,2022-06-15 14_09_11.364086,JIO,NA,NA,3.16602250468049,10.0599554634164,72.957,20MHz,38750,350,405854,2001938,405854006f01e8c12,-107dBm,-14dB,4dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-109dBm,-14dB,8dB,5
2022-06-15 14_09_58.195778,2022-06-15 14_10_49.831952,JIO,NA,NA,2.04076123577843,8.21254074407185,73.5,20MHz,38750,350,405854,2001938,405854006f01e8c12,-109dBm,-14dB,7dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-102dBm,-14dB,0dB,5
2022-06-15 14_12_00.272287,2022-06-15 14_13_10.177616,JIO,NA,NA,1.63843259111269,1.53535325926693,78.981,20MHz,38750,350,405854,2001938,405854006f01e8c12,-104dBm,-15dB,3dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-104dBm,-15dB,3dB,5
2022-06-15 14_13_17.100594,2022-06-15 14_14_11.044620,JIO,NA,NA,2.56804853193626,11.7223371283625,81.78,20MHz,38750,350,405854,2001938,405854006f01e8c12,-104dBm,-10dB,7dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-99dBm,-15dB,7dB,6
2022-06-15 14_14_33.209695,2022-06-15 14_15_22.479661,JIO,NA,NA,1.39531276485009,9.14555604930766,74.68,20MHz,38750,350,405854,2001938,405854006f01e8c12,-99dBm,-10dB,5dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-108dBm,-15dB,6dB,6
2022-06-15 14_15_39.757287,2022-06-15 14_16_19.069500,JIO,NA,NA,1.854693557944,13.3823786524801,71.383,20MHz,38750,350,405854,2001938,405854006f01e8c12,-108dBm,-15dB,5dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-103dBm,-10dB,8dB,6
2022-06-15 14_16_48.856818,2022-06-15 14_17_34.507069,JIO,NA,NA,1.8943729256095,11.146953394953,71.815,20MHz,38750,350,405854,2001938,405854006f01e8c12,-103dBm,-10dB,11dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-110dBm,-15dB,4dB,6
2022-06-15 14_19_43.594644,2022-06-15 14_20_44.731991,JIO,NA,NA,1.57929575060939,6.65131507064551,74.337,20MHz,38750,350,405854,2001938,405854006f01e8c12,-112dBm,-15dB,0dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-107dBm,-15dB,10dB,6
2022-06-15 14_20_53.235296,2022-06-15 14_21_50.523804,JIO,NA,NA,1.08338383259798,5.38218116873505,70.466,20MHz,38750,350,405854,2001938,405854006f01e8c12,-107dBm,-15dB,4dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-101dBm,-20ddB,5dB,7
2022-06-15 14_22_09.127724,2022-06-15 14_22_49.487100,JIO,NA,NA,1.10559358339068,8.96640475704045,71.621,20MHz,38750,350,405854,2001938,405854006f01e8c12,-101dBm,-13dB,3dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-108dBm,-13dB,3dB,7
2022-06-15 14_23_01.683032,2022-06-15 14_23_49.100309,JIO,NA,NA,4.4322389315132,11.5004299878263,72.653,20MHz,38750,350,405854,2001938,405854006f01e8c12,-108dBm,-13dB,1dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-100dBm,-13dB,5dB,7
2022-06-15 14_20_53.235296,2022-06-15 14_21_50.523804,JIO,NA,NA,1.08338383259798,5.38218116873505,70.466,20MHz,38750,350,405854,2001938,405854006f01e8c12,-107dBm,-15dB,4dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-101dBm,-20ddB,5dB,7
2022-06-15 14_22_09.127724,2022-06-15 14_22_49.487100,JIO,NA,NA,1.10559358339068,8.96640475704045,71.621,20MHz,38750,350,405854,2001938,405854006f01e8c12,-101dBm,-13dB,3dB,20MHz,38750,350,405854,2001938,405854006f01e8c12,-108dBm,-13dB,3dB,7
